GroundSpeed (kts),Altitude (feet),Heading (deg),Latitude (deg),Longitude (deg)
67,3,207,-27.384549,153.12869
68,3,207,-27.38466497,153.1286237
69,3,207,-27.38477898,153.1285587
70,3,207,-27.38489703,153.1284914
71,3,207,-27.38501618,153.1284236
72,3,207,-27.3851406,153.1283528
73,3,207,-27.3852562,153.1282871
74,3,207,-27.38538179,153.1282158
75,3,207,-27.38550639,153.1281452
76,3,207,-27.38563272,153.1280735
77,3,207,-27.38576544,153.1279982
78,3,207,-27.38589352,153.1279255
79,3,207,-27.38603009,153.127848
80,3,207,-27.3861501,153.12778
81,3,207,-27.38628569,153.1277033
82,3,206,-27.38643022,153.1276216
83,3,206,-27.38656852,153.1275436
84,3,206,-27.38670726,153.1274655
85,3,206,-27.38684683,153.1273872
86,3,206,-27.38700242,153.1273
87,3,205,-27.38713426,153.1272264
88,3,205,-27.38729091,153.1271393
89,3,205,-27.38743996,153.1270565
90,7,204,-27.38758876,153.1269734
91,7,204,-27.38773873,153.1268892
91,10,205,-27.38790085,153.1267981
92,10,205,-27.38805909,153.1267092
93,13,205,-27.38821315,153.1266229
94,13,205,-27.38836961,153.1265353
95,17,205,-27.38852423,153.126449
96,17,205,-27.38868643,153.1263589
96,17,205,-27.38885162,153.1262674
97,20,204,-27.38901316,153.1261785
98,23,204,-27.3891893,153.1260822
98,26,204,-27.38933264,153.1260042
99,30,204,-27.38951105,153.1259074
99,36,204,-27.38967444,153.1258187
100,39,204,-27.38983627,153.125731
100,43,204,-27.39000985,153.1256371
101,49,204,-27.39019339,153.1255377
102,53,204,-27.39036828,153.1254428
102,59,205,-27.39054016,153.1253494
103,62,205,-27.39070416,153.1252602
103,66,205,-27.3908738,153.1251678
104,72,205,-27.39106358,153.1250644
104,76,205,-27.39123742,153.1249698
105,82,205,-27.39140463,153.1248788
105,85,205,-27.3915882,153.124779
105,92,205,-27.39177059,153.1246801
106,99,205,-27.39193988,153.1245883
106,105,205,-27.3921259,153.1244875
106,112,205,-27.39230102,153.1243927
107,118,205,-27.39248474,153.1242933
107,125,205,-27.39266729,153.1241947
107,135,205,-27.39285711,153.1240923
107,141,205,-27.39303171,153.1239982
108,148,205,-27.39321838,153.1238979
108,154,205,-27.39339381,153.1238038
108,161,205,-27.3935807,153.1237038
108,171,205,-27.39377119,153.1236021
109,177,205,-27.39394545,153.1235091
109,184,205,-27.39413881,153.1234061
109,194,205,-27.39432565,153.1233067
109,200,205,-27.39450143,153.1232134
110,207,205,-27.39468474,153.1231163
110,217,205,-27.39488448,153.1230107
110,223,204,-27.39506919,153.1229133
110,230,204,-27.39525172,153.1228172
111,236,204,-27.39544334,153.1227164
111,243,204,-27.3956336,153.1226163
111,253,204,-27.39581768,153.1225193
111,259,204,-27.39600458,153.1224208
112,266,204,-27.39620212,153.1223165
112,272,204,-27.39637787,153.1222238
112,279,204,-27.39657544,153.1221196
112,289,204,-27.39677273,153.1220156
112,295,204,-27.39695369,153.1219202
113,302,204,-27.39714975,153.121817
113,312,204,-27.39733906,153.1217176
113,318,204,-27.39752971,153.1216176
113,328,204,-27.39772929,153.1215132
113,335,204,-27.39791681,153.1214153
113,345,204,-27.39811339,153.121313
113,354,204,-27.3983084,153.1212118
113,361,204,-27.39849679,153.1211144
113,371,204,-27.39869678,153.1210112
114,381,204,-27.3988954,153.1209089
114,387,204,-27.39908705,153.1208102
114,397,204,-27.39927959,153.1207111
114,407,204,-27.39948117,153.1206073
114,414,204,-27.39967054,153.1205098
114,423,204,-27.39985468,153.1204151
114,433,204,-27.400066,153.1203064
114,443,204,-27.40025559,153.1202091
114,450,204,-27.40044821,153.1201103
114,459,204,-27.40065209,153.1200057
114,469,204,-27.40084492,153.1199069
114,476,204,-27.40103519,153.1198095
115,486,204,-27.40122945,153.1197101
115,496,204,-27.4014329,153.1196061
115,502,204,-27.40162392,153.1195087
115,512,204,-27.40181795,153.1194099
115,522,204,-27.40202295,153.1193057
115,532,204,-27.4022229,153.1192043
115,538,204,-27.40240961,153.1191098
115,548,204,-27.40260536,153.119011
115,555,204,-27.40280085,153.1189127
115,564,203,-27.40300362,153.118811
116,574,203,-27.40319933,153.1187132
116,581,203,-27.40339627,153.118615
116,591,203,-27.40360244,153.1185124
116,601,203,-27.40379614,153.1184161
116,607,203,-27.40399904,153.1183154
116,617,203,-27.40420586,153.1182128
116,627,203,-27.40439461,153.1181192
116,633,203,-27.40460078,153.1180171
116,643,203,-27.40480532,153.117916
116,653,203,-27.40500275,153.1178186
116,663,203,-27.40520136,153.1177207
117,669,203,-27.40540961,153.1176185
117,679,203,-27.40560522,153.1175226
117,686,203,-27.40579582,153.1174295
117,696,203,-27.40601414,153.1173232
117,702,203,-27.40621089,153.1172277
117,712,203,-27.40642012,153.1171265
118,719,203,-27.40661197,153.1170341
118,725,203,-27.40680991,153.1169392
118,735,203,-27.40702159,153.1168381
118,742,202,-27.40722416,153.1167417
118,748,202,-27.40742622,153.1166456
119,758,202,-27.40763598,153.1165459
119,765,202,-27.40783875,153.1164495
119,771,202,-27.40804296,153.1163525
119,778,202,-27.4082441,153.1162571
120,788,202,-27.40846797,153.116151
120,791,202,-27.40866458,153.1160579
120,797,202,-27.40886381,153.1159638
121,804,202,-27.40907865,153.1158624
121,810,202,-27.40930327,153.1157566
122,814,202,-27.40949203,153.115668
122,820,202,-27.40971848,153.1155618
123,824,202,-27.40992829,153.1154637
123,827,202,-27.41014096,153.1153646
124,833,202,-27.41035264,153.1152662
124,837,202,-27.4105655,153.1151675
125,840,202,-27.41079679,153.1150607
125,843,202,-27.41101163,153.1149618
126,847,202,-27.41122508,153.1148639
126,853,202,-27.41144148,153.114765
126,856,202,-27.41165932,153.1146659
127,860,202,-27.4118938,153.1145596
127,866,202,-27.41210337,153.1144649
127,873,202,-27.41234992,153.1143535
128,876,202,-27.41256044,153.1142585
128,883,202,-27.41277416,153.1141619
128,889,202,-27.41300131,153.1140594
128,896,202,-27.41322186,153.1139599
128,902,202,-27.41344446,153.1138595
128,909,202,-27.41367199,153.113757
128,915,202,-27.41391047,153.1136497
128,925,202,-27.414116,153.1135573
128,940,202,-27.41434321,153.1134552
128,946,202,-27.41456504,153.1133556
128,937,202,-27.41478325,153.1132577
128,942,202,-27.41502555,153.1131492
128,945,202,-27.41524694,153.1130501
128,952,202,-27.41547667,153.1129475
128,955,201,-27.4156991,153.1128482
129,961,201,-27.41592092,153.1127493
129,965,201,-27.41614457,153.1126498
129,968,201,-27.41637273,153.1125484
129,971,201,-27.41659605,153.1124493
129,978,201,-27.4168153,153.1123521
129,981,201,-27.41705936,153.1122442
129,984,201,-27.41727263,153.11215
129,988,201,-27.41749522,153.1120519
129,991,201,-27.4177198,153.1119531
128,991,201,-27.41792748,153.1118619
128,994,201,-27.41817117,153.1117551
128,998,201,-27.41839241,153.1116584
127,1002,201,-27.41863172,153.111554
127,1009,201,-27.41883226,153.1114668
126,1012,201,-27.41906118,153.1113675
126,1022,201,-27.41927018,153.111277
125,1025,201,-27.4194977,153.1111784
124,1032,201,-27.41973094,153.1110771
123,1035,201,-27.41993406,153.1109887
123,1042,201,-27.42016484,153.110888
122,1043,201,-27.42037359,153.1107968
121,1046,201,-27.42057799,153.1107074
120,1049,201,-27.42079449,153.1106124
119,1048,201,-27.42101096,153.1105173
119,1051,201,-27.42120822,153.1104305
118,1051,201,-27.42142281,153.1103358
117,1053,201,-27.42163209,153.1102433
116,1053,201,-27.42183094,153.1101553
116,1053,201,-27.42204171,153.1100618
115,1053,202,-27.42224164,153.1099731
114,1050,202,-27.42244016,153.1098852
114,1050,201,-27.42263864,153.1097975
113,1050,201,-27.42283477,153.1097111
113,1050,201,-27.4230415,153.1096204
112,1050,201,-27.42322764,153.1095391
111,1050,201,-27.42342505,153.1094532
111,1050,201,-27.42362197,153.1093681
110,1053,201,-27.42381444,153.1092856
109,1053,201,-27.42401243,153.109201
109,1053,201,-27.42418315,153.1091285
108,1053,201,-27.42439916,153.1090369
108,1050,201,-27.42457711,153.1089614
107,1050,201,-27.42475569,153.1088857
107,1048,201,-27.4249482,153.108804
106,1048,201,-27.42515122,153.1087184
106,1044,201,-27.42531875,153.1086487
106,1040,200,-27.42551258,153.1085697
105,1037,200,-27.42571252,153.1084902
105,1030,200,-27.42588527,153.1084234
105,1027,199,-27.42607457,153.1083523
105,1020,198,-27.42627384,153.1082802
105,1014,198,-27.42645215,153.1082186
105,1004,197,-27.42664601,153.1081555
105,997,195,-27.42683404,153.1080988
105,991,194,-27.42702399,153.1080466
105,986,192,-27.42722372,153.1079978
105,978,191,-27.42741207,153.1079578
105,971,189,-27.42761356,153.1079219
105,968,187,-27.42780884,153.1078942
106,961,186,-27.42800072,153.1078739
106,955,184,-27.42818887,153.1078607
106,948,182,-27.4284121,153.107854
107,940,180,-27.42860738,153.1078564
108,930,178,-27.42879802,153.1078664
108,920,175,-27.42901732,153.1078871
109,910,173,-27.42921515,153.107914
110,897,171,-27.42941655,153.1079491
111,887,169,-27.42961977,153.1079922
112,873,165,-27.42983811,153.1080483
113,867,162,-27.43003145,153.1081088
114,861,160,-27.43022317,153.1081795
114,857,157,-27.43042928,153.1082681
114,857,154,-27.43062923,153.1083681
113,857,151,-27.43081676,153.1084749
113,857,149,-27.4310002,153.1085909
112,864,147,-27.43119123,153.1087239
111,866,144,-27.43136337,153.1088555
110,873,143,-27.43152593,153.1089909
110,879,142,-27.43168095,153.1091297
109,886,140,-27.43184854,153.1092892
109,889,139,-27.43199916,153.1094404
108,893,138,-27.43214011,153.1095888
108,895,137,-27.4322946,153.1097592
108,899,135,-27.4324291,153.1099143
108,898,134,-27.43257245,153.1100869
108,897,133,-27.4327075,153.1102567
109,893,131,-27.43284263,153.110434
109,889,130,-27.43297115,153.1106103
109,885,129,-27.43310005,153.1107957
110,878,127,-27.433222,153.11098
110,874,126,-27.43333989,153.111167
111,867,125,-27.43345322,153.1113554
111,860,123,-27.43357031,153.11156
112,856,121,-27.43367505,153.1117536
112,850,120,-27.43377861,153.1119563
113,844,119,-27.433869,153.1121431
113,841,117,-27.4339807,153.112388
114,835,115,-27.43407284,153.1126035
114,833,114,-27.43415962,153.1128205
114,830,112,-27.43424102,153.1130406
115,828,110,-27.43431589,153.1132615
115,829,108,-27.43438531,153.1134879
115,829,106,-27.43444845,153.1137192
115,831,104,-27.43450731,153.1139678
115,837,102,-27.43455078,153.1141839
114,842,100,-27.43459269,153.1144383
114,845,99,-27.43462354,153.1146742
114,850,97,-27.43464945,153.1149285
114,853,95,-27.43466746,153.1151682
115,853,94,-27.43467975,153.1154142
115,857,92,-27.43468584,153.1156534
115,857,91,-27.43468628,153.1158957
115,855,89,-27.43468091,153.1161429
116,856,88,-27.43467014,153.1163852
116,854,86,-27.43465425,153.1166238
117,851,84,-27.43463216,153.1168714
117,849,83,-27.43460525,153.1171106
118,850,81,-27.43457056,153.1173642
118,849,79,-27.43453033,153.117609
118,850,77,-27.43448625,153.1178377
118,851,75,-27.43442879,153.1180966
118,855,73,-27.43436881,153.1183343
118,859,72,-27.43430572,153.1185588
118,863,71,-27.43423101,153.1188
118,866,70,-27.43414599,153.1190523
118,869,69,-27.4340714,153.1192591
118,870,67,-27.43398065,153.119496
118,875,66,-27.43388168,153.1197389
118,877,65,-27.4337921,153.1199467
119,877,63,-27.43368987,153.1201715
119,880,62,-27.43358102,153.1203981
119,879,61,-27.43346383,153.1206294
120,881,60,-27.43335472,153.1208343
120,884,58,-27.43323669,153.121046
120,881,57,-27.43311349,153.1212561
121,883,55,-27.43297977,153.1214729
121,882,54,-27.43284972,153.121674
121,883,53,-27.43270668,153.1218853
122,883,52,-27.43256628,153.1220836
122,883,50,-27.43242229,153.1222784
123,880,49,-27.43226589,153.1224796
123,878,47,-27.43210614,153.1226747
123,877,46,-27.431952,153.1228536
123,879,45,-27.43178547,153.1230396
123,882,44,-27.43161405,153.1232269
123,888,44,-27.43145173,153.1234013
123,893,43,-27.43129311,153.1235691
123,896,43,-27.43111017,153.1237602
123,897,43,-27.43094981,153.1239264
123,899,42,-27.43078979,153.1240911
123,903,42,-27.43060808,153.124277
123,904,42,-27.43044138,153.1244465
123,906,42,-27.43025549,153.1246351
123,906,42,-27.43010037,153.1247918
123,908,42,-27.42992187,153.1249707
124,911,42,-27.42974333,153.1251473
124,911,41,-27.42956971,153.1253162
124,915,41,-27.42938428,153.1254931
124,915,40,-27.42920697,153.1256588
125,914,39,-27.42903019,153.1258206
125,913,39,-27.42884059,153.1259905
125,912,38,-27.42866536,153.1261446
125,909,38,-27.42847428,153.1263101
126,908,37,-27.42828888,153.1264685
126,906,37,-27.42810113,153.1266266
126,903,36,-27.42790332,153.1267909
126,899,36,-27.42769839,153.1269588
126,899,36,-27.42752572,153.1270991
127,896,36,-27.42732978,153.127257
127,893,35,-27.42713548,153.1274125
127,892,35,-27.42693473,153.1275721
127,891,35,-27.426736,153.1277288
127,891,35,-27.42654073,153.1278818
127,890,35,-27.4263489,153.1280311
128,890,34,-27.42615392,153.1281818
128,889,34,-27.42595247,153.1283364
128,889,34,-27.42575131,153.1284897
128,892,34,-27.42554471,153.128646
128,892,34,-27.42535751,153.1287865
128,893,33,-27.42515232,153.1289395
128,896,33,-27.42493753,153.1290985
128,898,33,-27.42475457,153.129233
128,902,33,-27.42456303,153.1293731
128,902,33,-27.42434762,153.1295297
128,905,33,-27.424148,153.1296739
128,905,33,-27.42394702,153.1298184
128,905,32,-27.4237399,153.1299664
128,909,32,-27.42352763,153.1301172
128,909,32,-27.42333927,153.1302506
128,909,32,-27.42311805,153.1304069
129,910,32,-27.42292723,153.1305413
129,912,32,-27.4227218,153.1306855
129,912,32,-27.4225126,153.130832
129,915,32,-27.42229937,153.1309809
129,914,32,-27.42208919,153.1311271
129,913,32,-27.42189155,153.1312643
129,914,31,-27.42168697,153.1314058
129,914,31,-27.42147314,153.1315532
130,915,31,-27.42126886,153.1316936
130,917,31,-27.42106353,153.1318343
130,915,31,-27.42085807,153.1319745
130,915,31,-27.42063698,153.132125
130,915,31,-27.42043148,153.1322643
130,914,31,-27.42022247,153.1324056
130,918,31,-27.42000504,153.132552
130,916,31,-27.41980136,153.1326888
130,916,31,-27.41959336,153.1328281
130,919,31,-27.41938897,153.1329649
130,918,31,-27.41917131,153.1331103
130,922,31,-27.41897399,153.133242
130,926,30,-27.41875004,153.1333913
130,928,30,-27.41855166,153.1335234
130,933,30,-27.41833351,153.1336683
130,932,30,-27.41812561,153.1338063
130,936,30,-27.41792041,153.1339423
130,938,30,-27.417703,153.1340861
130,938,30,-27.41749578,153.134223
129,941,30,-27.41727915,153.1343658
129,944,30,-27.41708141,153.1344959
129,946,30,-27.41687335,153.1346326
129,945,30,-27.41666522,153.1347691
129,948,30,-27.4164591,153.1349039
129,951,30,-27.41623395,153.135051
129,954,30,-27.41602718,153.1351857
129,956,30,-27.41582039,153.1353202
129,960,30,-27.41561356,153.1354543
129,959,30,-27.4154239,153.1355771
129,961,30,-27.41519992,153.1357218
128,965,30,-27.41499295,153.1358552
128,967,30,-27.41476885,153.1359992
128,971,30,-27.41456231,153.1361317
128,974,29,-27.41434502,153.1362706
128,977,29,-27.41413131,153.136407
128,978,29,-27.41393409,153.1365324
128,982,29,-27.41370884,153.1366754
128,986,29,-27.41350464,153.1368046
128,986,29,-27.41328535,153.136943
128,989,29,-27.41308186,153.137071
128,993,29,-27.41287458,153.1372011
128,993,29,-27.41266976,153.1373292
128,995,29,-27.41244617,153.1374687
128,998,29,-27.41224896,153.1375913
128,997,29,-27.41204408,153.1377184
128,1001,29,-27.41180545,153.1378659
128,1000,29,-27.41161914,153.1379807
128,1003,29,-27.41140577,153.1381118
128,1003,28,-27.41119193,153.1382427
128,1003,28,-27.41098252,153.1383706
128,1003,28,-27.41077708,153.1384956
127,1004,28,-27.41054851,153.1386342
127,1004,28,-27.41033163,153.1387653
127,1005,28,-27.41014041,153.1388806
127,1005,28,-27.40991494,153.139016
127,1001,28,-27.40970563,153.1391413
127,1003,28,-27.40950651,153.1392601
127,1003,28,-27.40928149,153.1393939
127,1003,28,-27.40907156,153.1395183
127,1000,28,-27.40886146,153.1396424
127,1000,28,-27.40864645,153.1397689
127,998,27,-27.40843458,153.1398932
127,995,27,-27.40822468,153.1400159
127,996,27,-27.40801452,153.1401383
128,993,27,-27.40781314,153.1402551
127,990,27,-27.40758537,153.1403868
127,990,27,-27.40735726,153.1405182
127,987,27,-27.40716706,153.1406273
127,987,27,-27.40694471,153.1407544
127,987,27,-27.40672354,153.1408804
127,987,27,-27.40653238,153.1409888
127,987,27,-27.40630958,153.1411148
127,986,27,-27.40608527,153.1412412
127,986,26,-27.40586723,153.1413637
126,985,26,-27.40566616,153.1414764
126,985,26,-27.40546413,153.1415893
126,985,26,-27.40524564,153.1417111
126,985,26,-27.40503003,153.1418309
126,986,26,-27.40482991,153.1419417
125,987,26,-27.40460361,153.1420669
125,987,26,-27.40439026,153.1421846
125,987,26,-27.40418512,153.1422977
125,990,26,-27.40396613,153.1424183
125,989,26,-27.40375628,153.1425336
124,988,26,-27.40354594,153.1426491
124,988,26,-27.40333863,153.1427627
124,987,26,-27.40314023,153.1428713
124,986,26,-27.40290474,153.1429999
124,985,26,-27.40270963,153.1431063
124,984,26,-27.40249903,153.143221
124,984,26,-27.40229154,153.1433338
124,979,26,-27.40208674,153.1434449
124,978,26,-27.40188037,153.1435567
124,978,26,-27.40165734,153.1436773
123,974,26,-27.40144415,153.1437923
123,974,25,-27.40124597,153.143899
123,975,25,-27.40103931,153.1440101
123,974,25,-27.40083001,153.1441223
123,976,25,-27.4006172,153.1442362
123,979,25,-27.40040705,153.1443485
123,977,25,-27.40019565,153.1444611
123,977,25,-27.39998062,153.1445754
123,980,25,-27.39977395,153.144685
123,985,25,-27.39957247,153.1447916
123,990,25,-27.39936734,153.1448999
123,993,25,-27.39914412,153.1450175
123,993,25,-27.39894101,153.1451242
122,994,25,-27.39873404,153.1452326
122,996,25,-27.39850723,153.1453512
122,998,25,-27.39831209,153.1454529
122,998,25,-27.39810946,153.1455583
122,995,25,-27.39789553,153.1456692
122,991,25,-27.39769619,153.1457723
122,991,25,-27.39748234,153.1458826
121,991,24,-27.39727184,153.1459909
121,991,24,-27.39705561,153.1461019
121,991,24,-27.39686145,153.1462012
121,991,24,-27.39664907,153.1463096
121,991,24,-27.39645317,153.1464093
121,991,24,-27.39624004,153.1465174
121,991,24,-27.39602726,153.146625
121,991,24,-27.3958225,153.1467283
121,991,24,-27.39559882,153.1468408
120,988,24,-27.39540144,153.1469398
120,988,24,-27.3952079,153.1470366
120,988,24,-27.39499533,153.1471427
120,988,24,-27.39478535,153.1472472
120,988,24,-27.39458977,153.1473442
120,988,24,-27.39437723,153.1474494
120,984,24,-27.39415322,153.14756
120,984,24,-27.39396884,153.1476508
120,984,24,-27.39375334,153.1477569
120,981,23,-27.39354934,153.1478571
120,981,23,-27.39334522,153.1479573
120,981,23,-27.39313527,153.1480601
120,981,23,-27.3929227,153.1481641
120,978,23,-27.39271009,153.1482679
120,978,23,-27.39250612,153.1483674
120,978,23,-27.39230821,153.1484637
120,978,23,-27.39209502,153.1485673
119,978,23,-27.39189498,153.1486642
119,978,23,-27.39168879,153.148764
119,978,23,-27.39147675,153.1488665
119,978,23,-27.39127159,153.1489654
119,978,23,-27.39107291,153.149061
119,978,23,-27.39086533,153.1491607
119,974,23,-27.39066207,153.1492581
119,974,23,-27.39047754,153.1493465
119,974,23,-27.39025549,153.1494527
119,971,23,-27.39003483,153.1495582
119,971,23,-27.38982932,153.1496565
119,971,23,-27.38963026,153.1497517
119,971,23,-27.38942681,153.149849
119,968,23,-27.38922384,153.1499461
119,968,23,-27.38902076,153.1500433
119,968,23,-27.38880127,153.1501485
119,968,23,-27.38859656,153.1502465
119,968,23,-27.38839573,153.1503428
119,968,23,-27.38818476,153.1504439
118,968,23,-27.38798523,153.1505395
118,968,23,-27.38778228,153.1506368
118,968,23,-27.38757264,153.1507372
118,968,23,-27.38736819,153.1508352
118,968,23,-27.38716928,153.1509305
118,968,23,-27.38693962,153.1510404
118,968,23,-27.38674713,153.1511325
118,968,23,-27.38655415,153.1512248
117,968,23,-27.38633676,153.1513288
117,971,23,-27.38614456,153.1514206
117,971,23,-27.38593605,153.1515201
117,971,23,-27.38573339,153.1516167
117,971,23,-27.38553103,153.1517132
117,974,23,-27.38533172,153.151808
116,974,23,-27.38512787,153.151905
116,974,23,-27.38492262,153.1520025
116,974,23,-27.38472384,153.1520968
116,974,23,-27.38452807,153.1521895
116,978,23,-27.38431878,153.1522886
116,978,23,-27.38412345,153.1523809
116,978,23,-27.383921,153.1524764
116,978,23,-27.38371678,153.1525726
115,978,23,-27.38352557,153.1526626
115,978,23,-27.38331017,153.1527638
115,978,23,-27.38311566,153.152855
115,978,22,-27.38292943,153.1529422
115,978,22,-27.38271576,153.1530421
115,978,22,-27.38252307,153.1531321
115,978,22,-27.38232484,153.1532247
115,978,22,-27.38212952,153.1533161
115,978,22,-27.38191626,153.153416
115,972,22,-27.38172189,153.1535073
115,970,23,-27.38152254,153.1536011
115,970,23,-27.38130625,153.1537031
115,969,23,-27.38112387,153.1537892
115,972,23,-27.38092461,153.1538834
115,974,23,-27.38072294,153.1539788
115,973,23,-27.38053474,153.154068
115,973,23,-27.38031992,153.1541699
115,969,23,-27.3801238,153.1542631
115,965,23,-27.37992805,153.1543561
115,964,23,-27.37972413,153.1544531
114,964,23,-27.37952856,153.1545461
114,961,23,-27.37933324,153.1546391
114,961,23,-27.37913242,153.1547348
114,962,23,-27.3789371,153.1548278
114,964,23,-27.37874204,153.1549208
114,968,23,-27.37852822,153.1550227
114,968,23,-27.37835801,153.1551038
114,969,23,-27.37814978,153.1552031
114,966,23,-27.37794174,153.1553022
114,967,23,-27.37774938,153.1553938
114,967,23,-27.3775659,153.1554812
114,968,23,-27.37736077,153.1555788
114,968,23,-27.37715001,153.1556791
114,968,23,-27.37697025,153.1557646
114,968,23,-27.37676108,153.155864
114,965,23,-27.37656932,153.155955
114,964,23,-27.37637318,153.156048
113,967,23,-27.37617827,153.1561404
113,966,23,-27.37598694,153.156231
113,966,23,-27.3757794,153.1563291
113,966,23,-27.37558367,153.1564215
113,965,23,-27.37538746,153.156514
113,966,23,-27.37519246,153.1566059
113,965,23,-27.3750039,153.1566946
113,965,23,-27.37479991,153.1567904
113,965,23,-27.37460723,153.1568807
113,966,22,-27.37440085,153.1569773
113,969,22,-27.37421352,153.1570649
113,973,22,-27.37402064,153.1571549
112,973,22,-27.37382782,153.1572447
112,974,22,-27.37362698,153.157338
112,971,22,-27.37344219,153.1574238
112,971,22,-27.37324047,153.1575172
112,971,22,-27.37303205,153.1576135
112,971,22,-27.37284982,153.1576975
112,971,22,-27.37264416,153.157792
113,968,22,-27.37245346,153.1578791
113,968,22,-27.37226775,153.1579627
113,968,22,-27.37205449,153.1580565
113,968,21,-27.37186708,153.1581365
113,965,20,-27.37165634,153.158223
113,965,20,-27.37145696,153.158301
113,961,19,-27.37127068,153.1583701
113,958,18,-27.37106597,153.1584414
113,955,16,-27.37085168,153.1585107
113,951,15,-27.37065431,153.1585697
114,948,14,-27.37044193,153.1586274
114,945,12,-27.37021517,153.1586821
114,942,11,-27.37002637,153.1587222
114,938,10,-27.36980657,153.1587628
115,935,8,-27.36959859,153.1587954
115,932,7,-27.36938028,153.1588237
115,928,6,-27.36916304,153.1588461
116,922,4,-27.36895235,153.1588623
116,919,3,-27.36872819,153.1588738
116,915,2,-27.36850548,153.1588795
116,909,0,-27.36828991,153.1588794
116,906,359,-27.36807356,153.1588733
116,902,357,-27.36784747,153.1588599
116,899,355,-27.36763585,153.1588403
116,899,354,-27.36743089,153.1588145
116,896,352,-27.36719783,153.1587767
115,896,350,-27.36698976,153.158735
115,896,348,-27.36678056,153.158685
115,892,346,-27.36657358,153.1586271
114,892,344,-27.36635941,153.1585582
114,892,342,-27.36616145,153.158486
