GroundSpeed (kts),Altitude (feet),Heading (deg),Latitude (deg),Longitude (deg)
136,1019,23,-27.4157209,153.1423354
136,1015,23,-27.41548824,153.1424476
135,1016,23,-27.41524579,153.1425638
135,1016,23,-27.41501792,153.1426726
134,1016,23,-27.41479782,153.1427773
134,1016,23,-27.41454603,153.1428967
134,1016,23,-27.4143202,153.1430033
133,1020,23,-27.41408128,153.1431157
133,1020,23,-27.41385222,153.1432231
132,1024,23,-27.41362535,153.1433291
132,1024,23,-27.41339223,153.1434376
131,1024,22,-27.4131761,153.1435379
131,1027,22,-27.41295441,153.1436406
130,1027,22,-27.41271816,153.1437496
130,1027,22,-27.41247847,153.1438598
130,1027,22,-27.41227494,153.1439531
129,1027,22,-27.41204916,153.1440564
129,1028,22,-27.41182132,153.1441603
129,1028,22,-27.41159643,153.1442625
128,1034,22,-27.41136898,153.1443656
128,1034,22,-27.41113616,153.1444709
128,1034,22,-27.41090453,153.1445752
128,1027,22,-27.41068661,153.1446732
128,1027,22,-27.4104664,153.1447719
127,1017,22,-27.41025595,153.144866
127,1017,22,-27.41002703,153.144968
127,1014,22,-27.40979952,153.1450692
127,1009,22,-27.40957931,153.1451668
127,1009,21,-27.40935937,153.1452641
127,1003,21,-27.40913155,153.1453645
127,1000,21,-27.40891255,153.1454609
127,1000,21,-27.40869371,153.1455569
126,993,21,-27.4084629,153.1456579
126,989,21,-27.40824764,153.1457519
126,988,21,-27.40802835,153.1458474
126,983,21,-27.4078021,153.1459457
126,982,21,-27.40758424,153.1460401
126,979,21,-27.40738772,153.1461252
125,978,21,-27.40714908,153.1462281
125,974,21,-27.40693482,153.1463201
125,973,21,-27.40670856,153.1464168
125,969,21,-27.4064795,153.1465141
125,965,21,-27.40626231,153.1466059
125,964,21,-27.40603614,153.146701
125,961,21,-27.40582825,153.1467879
125,962,20,-27.40561155,153.1468782
124,959,20,-27.40537764,153.1469751
124,957,20,-27.40516023,153.1470648
124,957,20,-27.40494653,153.1471526
124,955,20,-27.40471814,153.1472461
124,952,20,-27.40450152,153.1473344
124,949,20,-27.4042853,153.1474222
124,950,20,-27.40408074,153.147505
124,947,20,-27.40384211,153.1476013
124,943,20,-27.40362945,153.1476867
124,939,20,-27.40341059,153.1477744
124,935,20,-27.40317923,153.1478667
124,935,20,-27.40296917,153.1479502
123,932,19,-27.40274419,153.1480394
123,931,19,-27.40253264,153.1481229
123,927,19,-27.40231531,153.1482085
123,927,19,-27.40210009,153.1482929
123,927,19,-27.40188499,153.1483771
122,927,19,-27.40165847,153.1484654
122,939,19,-27.40143842,153.1485509
122,942,19,-27.40123111,153.1486312
121,942,19,-27.40101209,153.1487159
121,942,19,-27.40079074,153.1488011
120,945,19,-27.40057442,153.1488842
120,945,19,-27.40037403,153.148961
119,948,19,-27.40014619,153.149048
119,948,19,-27.3999365,153.1491279
119,951,19,-27.39973561,153.1492043
118,951,19,-27.39952042,153.1492859
118,951,19,-27.39930273,153.1493683
118,951,19,-27.39910397,153.1494433
117,955,19,-27.39887967,153.1495279
117,955,19,-27.39867642,153.1496043
117,955,19,-27.3984707,153.1496815
117,955,18,-27.39826527,153.1497584
116,955,18,-27.39806012,153.1498351
116,955,18,-27.39784705,153.1499145
116,955,18,-27.39764293,153.1499905
116,955,18,-27.3974277,153.1500705
115,955,18,-27.39721609,153.150149
115,955,18,-27.39702397,153.1502201
115,955,18,-27.39681295,153.1502981
115,955,18,-27.39660779,153.1503739
115,951,18,-27.39640586,153.1504483
114,951,18,-27.39619506,153.1505258
114,951,18,-27.39601083,153.1505935
114,951,18,-27.39577894,153.1506786
114,951,18,-27.39559202,153.1507471
114,951,18,-27.39539391,153.1508196
114,948,18,-27.39519269,153.1508932
113,948,18,-27.39497235,153.1509736
113,948,18,-27.3947935,153.1510388
113,948,18,-27.39457735,153.1511176
113,948,18,-27.39437802,153.1511901
113,948,18,-27.39417561,153.1512637
112,948,18,-27.39397664,153.1513359
112,945,18,-27.39378042,153.1514071
112,945,18,-27.39356623,153.1514848
112,945,18,-27.39336892,153.1515563
112,945,18,-27.3931732,153.1516271
111,945,18,-27.39297334,153.1516994
111,945,18,-27.39277864,153.1517698
111,945,18,-27.39258229,153.1518407
111,945,18,-27.39237026,153.1519173
111,942,18,-27.39217281,153.1519885
111,942,18,-27.39197893,153.1520584
111,942,18,-27.39177584,153.1521315
110,938,18,-27.39157283,153.1522045
110,938,18,-27.39138297,153.1522729
110,935,18,-27.39118187,153.1523457
110,935,18,-27.39097714,153.1524202
110,932,18,-27.39079216,153.1524878
110,928,18,-27.39060001,153.1525584
110,928,18,-27.39038953,153.152636
110,925,18,-27.39018577,153.1527116
110,925,18,-27.38999932,153.152781
110,922,18,-27.38979623,153.152857
110,922,19,-27.38959959,153.1529309
110,919,19,-27.38941696,153.1529998
110,919,19,-27.3892072,153.1530793
110,915,19,-27.38901216,153.1531534
110,915,19,-27.38882356,153.1532253
110,915,19,-27.38862005,153.1533031
109,915,19,-27.38842693,153.1533768
109,915,19,-27.38823917,153.1534482
109,915,19,-27.38804744,153.1535209
109,915,19,-27.38785614,153.1535932
109,915,19,-27.38766252,153.1536662
108,915,19,-27.38746551,153.1537403
108,912,19,-27.38726418,153.1538159
108,912,19,-27.38706786,153.1538896
108,912,19,-27.38688309,153.1539589
108,912,19,-27.38669583,153.1540291
107,915,18,-27.38650105,153.154102
107,915,18,-27.38630861,153.1541741
106,919,18,-27.38610708,153.1542494
106,922,18,-27.3859289,153.154316
105,922,18,-27.38573548,153.1543883
105,925,18,-27.38555084,153.1544572
104,928,18,-27.38536661,153.154526
104,928,18,-27.38517768,153.1545966
104,928,18,-27.38499297,153.1546655
104,928,18,-27.38480411,153.154736
104,928,18,-27.38461897,153.1548051
103,928,18,-27.38444673,153.1548694
103,928,18,-27.38425533,153.1549409
103,928,18,-27.38407507,153.1550083
103,928,18,-27.38389093,153.1550771
103,925,18,-27.38370298,153.1551473
103,925,18,-27.38350363,153.1552219
103,925,18,-27.38332966,153.155287
103,925,18,-27.38315099,153.1553538
103,925,18,-27.38296996,153.1554215
103,925,18,-27.38277951,153.1554927
102,925,18,-27.38260049,153.1555596
102,928,18,-27.38242196,153.1556262
102,928,18,-27.38222512,153.1556997
101,928,18,-27.38205811,153.155762
101,932,18,-27.38186979,153.1558323
101,932,18,-27.38169933,153.1558959
101,928,18,-27.3815072,153.1559676
101,928,19,-27.38132938,153.156034
101,928,19,-27.38115851,153.1560978
101,925,19,-27.38097341,153.156167
101,925,19,-27.38078875,153.1562361
101,922,19,-27.38061762,153.1563002
101,919,19,-27.38043474,153.1563688
101,919,19,-27.38024658,153.1564394
101,915,19,-27.38006917,153.1565061
101,915,19,-27.37989122,153.156573
101,912,19,-27.37970453,153.1566434
101,912,19,-27.37952971,153.1567094
101,912,19,-27.37935163,153.1567767
100,912,19,-27.37916651,153.1568468
100,912,19,-27.37899337,153.1569125
99,912,19,-27.37881824,153.1569791
99,913,19,-27.3786436,153.1570457
98,915,19,-27.37845649,153.1571171
98,915,19,-27.37829024,153.1571807
98,918,19,-27.37811972,153.1572461
97,920,19,-27.377943,153.1573141
97,920,19,-27.37777,153.1573807
97,924,19,-27.37760158,153.1574458
96,924,19,-27.37743166,153.1575116
96,925,19,-27.37724899,153.1575826
96,928,19,-27.37708115,153.157648
96,929,19,-27.37692005,153.1577109
96,929,19,-27.37674099,153.1577811
95,929,19,-27.37657145,153.1578477
95,930,19,-27.37640457,153.1579136
95,929,20,-27.37624715,153.1579758
95,931,20,-27.37606452,153.1580483
95,931,20,-27.3759006,153.1581135
95,932,20,-27.37573244,153.1581807
95,932,20,-27.37556398,153.1582482
95,932,20,-27.37539456,153.1583163
94,932,20,-27.37522969,153.1583829
94,932,20,-27.37506759,153.1584485
94,935,20,-27.3748957,153.1585184
93,935,20,-27.37473205,153.1585852
93,935,20,-27.37456974,153.1586516
93,938,20,-27.37440139,153.1587207
93,938,20,-27.37424619,153.1587845
93,938,20,-27.37407662,153.1588545
93,938,20,-27.37390835,153.158924
93,935,20,-27.37373851,153.1589944
94,935,20,-27.37358225,153.1590591
94,935,20,-27.37342142,153.1591259
94,935,20,-27.37324181,153.1592004
94,932,20,-27.3730844,153.1592657
95,932,20,-27.37291971,153.159334
95,932,20,-27.37274071,153.1594081
96,928,20,-27.37257669,153.1594759
96,928,20,-27.37241423,153.1595429
96,925,20,-27.37223348,153.1596172
97,925,20,-27.3720643,153.1596866
97,922,20,-27.37189744,153.1597549
98,919,19,-27.37172038,153.1598271
98,919,19,-27.37155474,153.1598944
98,919,19,-27.37137745,153.1599662
98,919,19,-27.37121151,153.1600331
98,919,19,-27.3710403,153.1601017
98,922,19,-27.37086901,153.1601701
98,922,19,-27.3706836,153.1602437
98,925,19,-27.37051235,153.1603113
98,925,19,-27.37034227,153.1603781
98,925,19,-27.37015425,153.1604516
98,925,19,-27.36999821,153.1605123
99,925,19,-27.36982368,153.1605799
99,925,19,-27.3696373,153.1606516
99,925,19,-27.36946146,153.1607187
100,922,18,-27.36928646,153.1607847
100,919,18,-27.36909712,153.1608551
101,919,18,-27.36891852,153.1609202
101,915,18,-27.36875682,153.160978
102,912,17,-27.36855471,153.1610479
102,909,17,-27.36837189,153.1611088
103,906,16,-27.36820091,153.161163
103,899,15,-27.36800721,153.1612206
104,896,14,-27.36782118,153.1612718
104,892,13,-27.36761748,153.1613226
104,889,12,-27.36743327,153.1613635
105,886,10,-27.36724487,153.1614002
105,879,9,-27.36705103,153.161432
106,876,7,-27.36684689,153.1614588
106,869,5,-27.36665436,153.161477
106,863,2,-27.36645135,153.161488
107,860,0,-27.3662439,153.1614897
107,853,358,-27.36605163,153.1614824
107,850,356,-27.36584732,153.1614659
107,846,354,-27.36564259,153.1614409
107,840,351,-27.36545142,153.1614098
107,837,349,-27.36525841,153.1613701
107,837,347,-27.36505512,153.1613195
107,833,345,-27.36484697,153.1612586
107,833,343,-27.36467077,153.1612
107,833,342,-27.36446696,153.1611242
106,830,340,-27.36428949,153.161051
106,830,339,-27.36410623,153.1609682
106,830,337,-27.36391116,153.1608723
106,830,335,-27.36373364,153.1607779
106,827,334,-27.36355318,153.1606746
106,827,332,-27.36338338,153.1605703
106,823,330,-27.36321024,153.1604566
106,820,329,-27.3630458,153.1603415
106,817,327,-27.36287452,153.1602138
106,814,325,-27.36271215,153.1600853
106,810,324,-27.36256234,153.1599599
106,807,322,-27.36239445,153.1598113
