GroundSpeed (kts),Altitude (feet),Heading (deg),Latitude (deg),Longitude (deg)
62,3,208,-27.38832629,153.126557
63,3,208,-27.38842827,153.1264975
64,3,208,-27.38853221,153.1264365
64,3,208,-27.38864629,153.1263694
65,3,208,-27.38874856,153.1263089
66,3,208,-27.38886467,153.12624
67,3,207,-27.38897538,153.1261743
68,3,207,-27.38908999,153.1261066
69,3,206,-27.38920337,153.1260402
71,3,206,-27.38931991,153.1259726
72,3,206,-27.38943726,153.1259051
73,3,206,-27.38956062,153.1258347
74,3,205,-27.38968039,153.1257669
75,3,205,-27.38980646,153.1256962
76,3,205,-27.38993484,153.1256249
77,3,205,-27.39005749,153.1255572
78,3,205,-27.39019848,153.1254798
79,3,204,-27.39031776,153.1254147
80,3,204,-27.39046141,153.1253366
81,3,203,-27.39060646,153.1252585
81,3,203,-27.3907328,153.1251909
82,3,203,-27.39086832,153.1251187
83,7,203,-27.39102014,153.1250377
84,7,203,-27.39115411,153.1249662
84,10,203,-27.39129508,153.1248909
85,10,203,-27.39144933,153.1248086
86,10,203,-27.39159748,153.1247299
87,10,203,-27.39173381,153.1246576
88,10,203,-27.39188846,153.124576
89,10,203,-27.39203295,153.1245
90,13,203,-27.3921884,153.1244186
90,13,203,-27.39233965,153.1243396
91,13,203,-27.39249261,153.1242597
91,17,203,-27.39265379,153.1241756
92,20,203,-27.39280548,153.1240966
92,23,203,-27.39296525,153.1240136
92,26,203,-27.39312101,153.123933
93,30,203,-27.39327849,153.1238519
93,33,203,-27.39344216,153.1237678
93,36,203,-27.39359267,153.1236904
93,39,203,-27.39375676,153.1236058
93,46,203,-27.39391861,153.1235216
93,49,204,-27.39406788,153.1234431
93,53,204,-27.39423175,153.1233559
93,59,204,-27.39438564,153.1232731
93,62,204,-27.39454182,153.1231884
94,66,205,-27.39471067,153.123096
94,69,205,-27.39487366,153.1230061
94,72,205,-27.395021,153.1229244
94,76,205,-27.39518706,153.1228321
94,82,205,-27.3953397,153.122747
94,85,205,-27.39549775,153.1226587
94,89,205,-27.3956619,153.122567
94,95,205,-27.39581664,153.1224804
94,99,205,-27.39597224,153.1223934
94,105,205,-27.39613737,153.1223011
94,108,205,-27.39629339,153.122214
94,112,205,-27.39644628,153.1221287
94,118,205,-27.39660486,153.1220405
94,122,205,-27.39676158,153.1219534
94,125,205,-27.39691999,153.1218657
94,131,205,-27.39709663,153.1217683
94,135,205,-27.39723894,153.1216899
94,141,205,-27.39739368,153.1216045
94,148,205,-27.39755722,153.1215139
94,154,205,-27.39772017,153.1214233
93,161,205,-27.39786873,153.1213405
93,167,205,-27.3980297,153.1212506
93,174,205,-27.39819944,153.1211557
93,177,205,-27.39833991,153.1210771
93,184,205,-27.39850701,153.1209836
93,187,206,-27.39866252,153.1208966
93,194,206,-27.39882561,153.1208055
94,197,206,-27.39897859,153.12072
94,200,205,-27.39913333,153.1206337
94,207,205,-27.39929866,153.1205417
94,210,205,-27.39945236,153.1204564
94,213,205,-27.3996085,153.12037
94,220,205,-27.39977353,153.120279
94,223,205,-27.39992208,153.1201974
94,227,205,-27.40008538,153.1201081
94,233,205,-27.40024248,153.1200226
93,240,205,-27.40041081,153.1199309
93,243,205,-27.40055575,153.119852
93,249,205,-27.40071553,153.119765
93,256,205,-27.40087571,153.1196778
92,263,205,-27.40102606,153.1195961
92,272,205,-27.40118638,153.119509
92,279,205,-27.40134101,153.1194252
92,286,205,-27.40150639,153.1193357
92,292,205,-27.40165982,153.119253
91,299,205,-27.40180689,153.1191739
91,305,204,-27.40196633,153.1190886
91,315,204,-27.40212448,153.1190044
90,322,204,-27.40227636,153.1189238
90,328,204,-27.40242769,153.1188439
90,335,204,-27.40258444,153.1187615
90,341,204,-27.40272945,153.1186856
90,348,204,-27.40288776,153.1186032
90,354,204,-27.40304422,153.1185219
90,361,204,-27.40319535,153.1184433
90,368,204,-27.40334495,153.1183657
90,371,204,-27.40349592,153.1182873
89,377,204,-27.40365432,153.118205
89,384,204,-27.40380527,153.1181265
89,391,204,-27.40395619,153.1180478
89,394,204,-27.40410638,153.1179696
89,400,204,-27.40425805,153.1178906
89,407,204,-27.40441313,153.1178099
89,410,204,-27.40456341,153.1177318
89,417,204,-27.40472614,153.1176476
89,423,203,-27.40486936,153.1175737
89,427,203,-27.40502058,153.1174959
89,433,203,-27.40516897,153.1174198
89,436,203,-27.40532321,153.1173411
89,443,203,-27.40548553,153.1172586
89,446,203,-27.4056304,153.1171854
89,453,203,-27.40578179,153.117109
89,459,203,-27.40594563,153.1170263
89,463,203,-27.40609006,153.1169534
89,469,203,-27.4062424,153.1168764
89,476,203,-27.40639306,153.1168004
89,482,203,-27.40654188,153.1167253
88,486,203,-27.40669213,153.1166497
88,496,203,-27.4068541,153.1165684
88,502,203,-27.40700493,153.1164931
88,509,203,-27.40715412,153.1164189
88,515,203,-27.40730334,153.1163451
88,522,202,-27.40745279,153.1162717
88,525,202,-27.40761437,153.1161928
88,532,202,-27.40776285,153.1161209
88,538,202,-27.40792035,153.1160453
88,545,202,-27.408076,153.1159711
88,548,202,-27.4082238,153.1159009
88,555,202,-27.40836944,153.1158319
88,561,202,-27.40852409,153.1157588
88,564,201,-27.40867411,153.1156882
88,571,201,-27.40882543,153.1156173
88,578,201,-27.4089845,153.115543
88,581,201,-27.40913041,153.1154749
88,587,201,-27.40928178,153.1154042
87,594,201,-27.4094427,153.115329
87,597,201,-27.40958418,153.1152629
87,604,201,-27.40973416,153.1151928
87,607,201,-27.40988374,153.1151231
87,614,201,-27.41005304,153.1150443
87,620,201,-27.4101914,153.11498
87,627,201,-27.4103437,153.1149093
87,630,201,-27.41050061,153.1148366
87,637,201,-27.41064601,153.1147694
87,643,201,-27.41080788,153.1146948
87,646,201,-27.41095765,153.114626
87,653,201,-27.41110486,153.1145584
87,660,201,-27.41125775,153.1144882
87,663,201,-27.41140524,153.1144205
87,669,201,-27.41156148,153.1143486
87,676,201,-27.41171252,153.1142791
87,679,201,-27.41185437,153.1142139
87,686,201,-27.41201614,153.1141396
87,692,201,-27.41217747,153.1140657
87,696,201,-27.4123089,153.1140058
87,702,201,-27.41246394,153.1139354
87,706,200,-27.41262798,153.1138614
87,712,200,-27.41276414,153.1138003
87,715,200,-27.41292183,153.1137301
87,722,200,-27.41308441,153.1136583
87,729,200,-27.41322686,153.1135959
87,737,200,-27.4133779,153.11353
87,740,200,-27.41352574,153.1134659
87,748,200,-27.4136825,153.1133982
87,762,200,-27.41383833,153.1133312
87,765,199,-27.41398831,153.1132668
86,777,199,-27.41413917,153.1132022
86,781,199,-27.41429627,153.113135
86,788,199,-27.41443969,153.1130738
86,783,199,-27.41460045,153.1130052
86,784,199,-27.41475156,153.1129408
86,791,199,-27.41489928,153.1128779
86,794,199,-27.41505625,153.1128112
87,801,199,-27.4152081,153.112747
87,804,199,-27.41535835,153.1126838
87,810,199,-27.41551374,153.1126187
87,814,199,-27.41565841,153.1125586
87,817,199,-27.41581706,153.1124931
87,824,199,-27.41597345,153.1124289
87,827,198,-27.41611759,153.1123699
87,833,198,-27.41627369,153.1123061
87,840,198,-27.41643992,153.1122382
87,843,198,-27.41658291,153.1121801
87,850,198,-27.41673451,153.1121186
87,853,198,-27.41689388,153.1120543
87,860,198,-27.41703926,153.111996
87,863,198,-27.41720597,153.1119295
87,869,198,-27.41735581,153.1118699
87,876,198,-27.417513,153.1118073
87,879,198,-27.4176685,153.1117456
87,883,198,-27.41781385,153.1116879
88,886,198,-27.41796813,153.1116268
88,890,198,-27.4181195,153.1115671
88,893,198,-27.4182812,153.1115036
89,897,198,-27.41844226,153.1114407
89,901,198,-27.41861373,153.111374
90,901,198,-27.41876049,153.1113174
90,906,198,-27.418922,153.1112555
90,907,198,-27.41907855,153.111196
91,911,197,-27.4192386,153.1111358
91,915,197,-27.41940035,153.1110755
91,917,197,-27.41956531,153.1110148
91,920,197,-27.41973457,153.1109533
92,924,197,-27.41988951,153.1108978
92,926,196,-27.42006412,153.1108362
92,928,196,-27.42022749,153.1107794
92,931,196,-27.42039052,153.1107237
92,938,196,-27.42055991,153.1106669
92,940,195,-27.42071665,153.1106152
92,943,195,-27.42089657,153.1105573
92,949,195,-27.42105922,153.1105061
93,951,195,-27.42122466,153.1104554
93,954,194,-27.42139207,153.1104054
93,954,194,-27.42155657,153.1103578
94,958,194,-27.42173353,153.1103083
94,961,193,-27.42190411,153.1102622
95,961,193,-27.42208819,153.1102144
95,961,193,-27.42224836,153.1101745
96,961,192,-27.42242219,153.110133
97,961,192,-27.4226122,153.1100899
97,958,191,-27.42278003,153.1100538
98,958,190,-27.42296027,153.1100173
99,955,189,-27.42314639,153.1099821
100,955,189,-27.42334262,153.1099479
100,951,188,-27.42351858,153.1099198
101,951,187,-27.42371138,153.1098919
101,951,187,-27.42389006,153.1098688
102,951,186,-27.42409171,153.109846
102,951,185,-27.42427183,153.1098289
102,951,184,-27.42446982,153.1098139
103,951,183,-27.42466136,153.1098036
103,956,182,-27.42485823,153.1097972
103,956,181,-27.42504938,153.1097953
104,957,180,-27.42524291,153.1097974
104,961,179,-27.42542285,153.109803
104,961,178,-27.42562789,153.1098135
104,961,177,-27.4258184,153.1098269
105,965,176,-27.42602059,153.1098452
105,965,175,-27.42621425,153.1098667
105,965,174,-27.42640759,153.109892
105,968,173,-27.42658665,153.1099189
105,968,172,-27.42679641,153.1099545
106,970,171,-27.42700332,153.109994
106,969,170,-27.42719783,153.1100351
106,972,169,-27.42739014,153.1100796
106,974,168,-27.4275813,153.1101275
106,975,167,-27.42777245,153.1101792
106,978,166,-27.42796502,153.1102351
106,981,165,-27.42815482,153.1102944
106,980,164,-27.42836508,153.1103643
107,982,164,-27.42854663,153.1104278
107,981,163,-27.42875063,153.1105027
107,984,162,-27.42893626,153.1105739
108,984,161,-27.42912822,153.1106506
108,981,161,-27.42932175,153.1107312
108,981,160,-27.42950875,153.1108123
109,981,159,-27.42969722,153.1108975
109,981,158,-27.42988852,153.1109876
109,981,157,-27.43007503,153.111079
109,981,156,-27.43025962,153.1111732
110,981,155,-27.43044497,153.1112713
110,981,154,-27.43062502,153.1113703
109,984,153,-27.43081464,153.111479
109,984,152,-27.43099591,153.1115871
109,988,152,-27.43116412,153.111691
109,994,151,-27.43135435,153.1118125
109,997,150,-27.43152852,153.1119279
109,1000,150,-27.43169363,153.1120411
109,1003,149,-27.43187093,153.1121665
109,1003,148,-27.43205709,153.1123029
109,1004,148,-27.43220902,153.1124177
109,1004,147,-27.43238409,153.112554
110,1004,146,-27.43256378,153.1126984
110,1001,145,-27.4327174,153.1128254
111,997,144,-27.43288498,153.1129678
111,998,144,-27.43304518,153.1131077
111,992,143,-27.43321358,153.1132589
112,990,141,-27.43337942,153.1134123
112,987,140,-27.43353739,153.1135637
112,984,139,-27.43369407,153.1137193
112,985,138,-27.43385601,153.1138868
112,985,137,-27.43400325,153.1140465
112,986,136,-27.43415509,153.1142183
112,988,135,-27.43430189,153.114391
112,990,134,-27.43444075,153.1145605
112,994,133,-27.43458486,153.1147433
112,994,132,-27.43472535,153.1149283
112,994,131,-27.43485644,153.1151073
112,994,130,-27.43498603,153.1152906
112,996,129,-27.43510689,153.1154674
112,996,128,-27.43524019,153.1156695
112,995,127,-27.43536139,153.1158598
112,994,126,-27.43547388,153.1160426
112,993,125,-27.43560393,153.1162613
112,990,124,-27.43571135,153.1164483
112,990,123,-27.43582215,153.1166473
112,990,122,-27.43592853,153.1168446
112,987,122,-27.43603925,153.1170568
112,988,121,-27.43613798,153.1172524
113,985,120,-27.43624826,153.1174783
113,983,119,-27.43634491,153.1176834
113,983,118,-27.43644051,153.1178932
113,981,117,-27.4365387,153.1181164
114,980,117,-27.43662501,153.1183194
114,981,116,-27.43671668,153.1185426
114,979,115,-27.43680665,153.1187696
114,975,114,-27.4368867,153.1189789
114,974,113,-27.43697093,153.119207
114,971,112,-27.4370495,153.1194286
114,970,112,-27.43712564,153.1196524
114,969,111,-27.43720225,153.119888
114,967,110,-27.437271,153.12011
114,965,109,-27.43733974,153.1203441
114,962,109,-27.43740269,153.1205714
114,961,108,-27.43746278,153.1208022
114,959,107,-27.43752128,153.121043
114,958,106,-27.43757144,153.1212645
114,955,104,-27.43762403,153.121515
114,955,103,-27.43766924,153.1217496
115,955,102,-27.43770876,153.1219743
114,951,101,-27.43774903,153.122228
114,951,100,-27.437784,153.122475
114,951,99,-27.43781121,153.1226908
114,951,98,-27.43783948,153.1229473
114,951,97,-27.43786165,153.1231843
114,954,96,-27.43787995,153.123422
114,954,95,-27.43789435,153.1236589
113,957,94,-27.43790538,153.1239049
113,961,93,-27.43791216,153.1241404
112,964,92,-27.43791528,153.1243754
112,971,91,-27.43791482,153.1246178
111,975,90,-27.43791095,153.1248506
111,979,89,-27.43790337,153.1250951
111,984,88,-27.43789366,153.1253117
111,987,88,-27.43787971,153.1255476
110,992,87,-27.4378603,153.1258058
110,992,86,-27.43784158,153.1260144
110,996,85,-27.43781709,153.1262514
111,996,84,-27.43779026,153.12648
111,996,83,-27.43776023,153.1267095
111,993,82,-27.43772725,153.126938
111,989,81,-27.43768792,153.1271852
112,986,80,-27.43764805,153.1274136
112,986,79,-27.43760408,153.1276438
112,982,78,-27.43755777,153.1278678
112,979,77,-27.43750502,153.1281056
113,978,76,-27.4374501,153.1283369
113,975,75,-27.43739179,153.1285672
113,973,74,-27.43733357,153.1287836
113,973,73,-27.43726315,153.1290304
113,970,72,-27.43719643,153.1292513
113,970,71,-27.4371286,153.1294648
113,971,70,-27.43705448,153.1296866
113,972,69,-27.43697066,153.1299252
113,974,69,-27.43689034,153.1301439
113,972,68,-27.43680798,153.1303598
113,972,67,-27.43671447,153.1305958
113,971,66,-27.43662945,153.1308019
113,971,65,-27.43653773,153.1310162
113,970,64,-27.4364437,153.1312277
113,970,64,-27.43635089,153.1314294
113,969,63,-27.43625167,153.131638
113,967,62,-27.43614565,153.1318535
113,966,61,-27.43603608,153.1320689
113,966,60,-27.43592915,153.1322723
113,966,60,-27.43582074,153.1324724
113,965,59,-27.43570902,153.1326725
113,965,58,-27.43558518,153.1328875
113,965,57,-27.43546839,153.1330841
113,967,56,-27.43534808,153.1332808
113,967,56,-27.43522656,153.1334736
113,968,55,-27.43510264,153.1336644
113,968,54,-27.43497758,153.1338512
113,968,53,-27.43484893,153.1340375
113,966,52,-27.43470655,153.1342369
113,966,51,-27.43456857,153.1344234
113,963,50,-27.4344289,153.1346057
113,962,49,-27.43427884,153.1347949
113,964,48,-27.43414235,153.1349611
113,964,47,-27.43399406,153.1351358
113,964,47,-27.43385739,153.1352915
113,963,46,-27.43370052,153.1354643
113,962,44,-27.43353566,153.1356391
113,961,44,-27.43338872,153.1357894
113,961,42,-27.4332186,153.1359571
112,961,41,-27.43307335,153.1360951
112,960,40,-27.43290409,153.1362504
112,962,39,-27.43273854,153.1363968
112,962,38,-27.43256805,153.1365423
112,960,37,-27.43239983,153.1366813
112,959,36,-27.43222187,153.1368242
112,961,35,-27.4320461,153.1369613
112,961,35,-27.43187636,153.1370901
111,964,34,-27.43169984,153.1372207
111,968,33,-27.43152874,153.1373446
111,971,32,-27.4313466,153.1374735
110,974,32,-27.43117956,153.1375898
110,981,32,-27.43099224,153.1377184
109,984,31,-27.43081746,153.1378375
109,987,31,-27.43065127,153.1379502
109,991,31,-27.43047127,153.1380721
109,995,31,-27.43028976,153.1381949
109,997,31,-27.43011642,153.1383121
109,1000,31,-27.4299414,153.1384303
109,1001,31,-27.42977667,153.1385414
109,1001,31,-27.42958828,153.1386684
110,1000,31,-27.42941361,153.1387859
110,996,31,-27.42923737,153.1389044
110,996,31,-27.429064,153.1390207
111,991,31,-27.42887087,153.1391501
111,988,30,-27.42871086,153.1392572
111,981,30,-27.42852495,153.1393813
111,977,30,-27.42833267,153.1395093
111,971,30,-27.42816372,153.1396215
111,966,30,-27.42798573,153.1397392
111,966,30,-27.4278081,153.1398562
110,966,30,-27.42762251,153.1399771
110,969,30,-27.42743851,153.1400954
109,972,29,-27.42726629,153.1402047
109,976,29,-27.42708395,153.140319
109,979,29,-27.4268981,153.1404339
108,983,29,-27.42672423,153.1405402
108,984,28,-27.42653908,153.140652
108,987,28,-27.42636081,153.1407584
108,987,28,-27.42618634,153.1408614
107,987,28,-27.42600132,153.1409695
107,987,27,-27.42581751,153.1410756
107,984,27,-27.42564017,153.1411768
107,985,27,-27.42546144,153.1412777
107,981,27,-27.42529082,153.141373
107,978,26,-27.42509805,153.1414796
107,975,26,-27.42492658,153.1415736
107,975,26,-27.42474725,153.1416708
107,971,25,-27.42454439,153.1417795
106,971,25,-27.42437377,153.1418698
106,974,25,-27.4241944,153.1419635
105,978,24,-27.42400691,153.1420603
105,978,24,-27.4238319,153.1421499
105,982,24,-27.42365636,153.1422392
104,985,24,-27.42346846,153.1423343
104,987,24,-27.42328892,153.1424248
104,988,24,-27.42311804,153.1425106
103,993,24,-27.42294501,153.142597
103,993,24,-27.42275856,153.1426896
103,993,23,-27.42259238,153.1427717
103,993,23,-27.42241844,153.1428573
103,995,23,-27.42223562,153.1429467
103,995,23,-27.42205453,153.1430348
103,998,23,-27.42187976,153.1431193
103,1002,23,-27.42169495,153.1432081
102,1001,23,-27.42151933,153.1432919
102,1001,23,-27.42134707,153.1433736
102,1005,22,-27.42116612,153.1434589
102,1005,22,-27.42098824,153.1435421
102,1002,22,-27.42081251,153.1436237
103,1004,22,-27.42063731,153.1437044
103,1004,22,-27.4204602,153.1437855
103,1001,22,-27.42027363,153.1438703
103,1001,22,-27.42009919,153.1439489
103,998,21,-27.41991457,153.1440314
103,1000,21,-27.4197367,153.1441103
103,1000,21,-27.41954638,153.144194
103,995,21,-27.4193804,153.1442663
103,995,21,-27.41918784,153.1443494
103,995,21,-27.41902269,153.14442
103,992,20,-27.41883152,153.1445011
103,988,20,-27.41864015,153.1445815
103,988,20,-27.4184629,153.1446553
104,988,20,-27.41828192,153.14473
104,984,20,-27.41809191,153.1448077
104,984,20,-27.41791317,153.14488
104,981,19,-27.4177304,153.1449533
104,981,19,-27.41754846,153.1450255
104,981,19,-27.41736831,153.1450961
104,981,19,-27.41718158,153.1451686
104,981,18,-27.41697583,153.1452475
104,978,18,-27.41680961,153.1453109
104,978,18,-27.41662384,153.1453816
104,979,18,-27.41643538,153.145453
104,979,18,-27.41624389,153.1455253
104,979,18,-27.41606798,153.1455916
105,979,18,-27.41587682,153.1456637
105,976,18,-27.41568757,153.1457353
105,976,18,-27.41549863,153.1458071
105,976,18,-27.41531727,153.1458764
105,977,18,-27.4151336,153.1459468
105,977,18,-27.41495008,153.1460174
105,977,18,-27.41475932,153.146091
104,977,18,-27.41457696,153.1461615
104,977,18,-27.41439273,153.1462329
104,977,18,-27.41420947,153.146304
104,978,19,-27.41402625,153.1463751
104,978,19,-27.41384309,153.1464463
104,978,19,-27.41364459,153.1465236
104,978,19,-27.41346164,153.1465948
104,978,19,-27.4132786,153.146666
104,978,19,-27.41308029,153.1467431
104,978,19,-27.41291263,153.1468082
104,978,19,-27.41272593,153.1468806
104,977,19,-27.41252123,153.1469598
104,977,18,-27.41234373,153.1470282
104,976,18,-27.41215984,153.1470989
104,996,18,-27.41197871,153.1471682
104,996,18,-27.41177963,153.1472442
104,998,18,-27.41160373,153.147311
104,992,18,-27.41142359,153.1473791
104,985,18,-27.41123853,153.1474488
104,985,18,-27.41105438,153.1475177
104,978,18,-27.4108655,153.1475881
104,973,18,-27.4106819,153.1476561
104,977,18,-27.41048458,153.1477288
104,976,18,-27.41030184,153.1477957
104,976,18,-27.4101188,153.1478623
104,978,17,-27.40993325,153.1479293
104,976,17,-27.40974486,153.1479969
104,974,17,-27.40956161,153.1480622
104,973,17,-27.40938602,153.1481248
104,973,17,-27.40918847,153.1481953
104,971,17,-27.40900433,153.1482614
103,970,17,-27.40882172,153.1483272
103,968,17,-27.40863225,153.148396
103,968,17,-27.40845945,153.1484592
103,970,17,-27.40826753,153.1485302
103,971,18,-27.40807932,153.1486005
103,971,18,-27.40789998,153.1486682
103,974,18,-27.40770851,153.1487411
103,974,18,-27.40753604,153.1488073
103,974,18,-27.40735814,153.148876
103,974,18,-27.40717604,153.1489468
103,974,18,-27.40698953,153.1490197
103,971,19,-27.40679907,153.1490944
103,971,19,-27.4066107,153.1491686
103,971,19,-27.40643749,153.1492368
103,971,19,-27.40624905,153.1493107
104,968,19,-27.40607302,153.1493794
104,968,19,-27.40588025,153.1494544
104,965,19,-27.40570335,153.1495229
104,966,18,-27.40550584,153.1495993
104,963,18,-27.40531717,153.1496724
104,964,18,-27.40514997,153.1497375
105,961,19,-27.40494883,153.1498162
105,962,19,-27.40476797,153.1498872
105,962,19,-27.40458206,153.1499605
105,960,19,-27.40439704,153.1500337
105,960,19,-27.40420815,153.1501086
105,960,19,-27.40402476,153.1501816
105,960,19,-27.40383379,153.1502576
105,960,19,-27.40366559,153.1503247
105,960,19,-27.40346932,153.1504031
105,956,19,-27.40328589,153.1504764
105,956,19,-27.40309785,153.1505516
105,953,19,-27.40291801,153.1506236
105,953,19,-27.4027263,153.1507003
105,952,19,-27.40254743,153.1507719
105,956,19,-27.40235406,153.1508492
105,961,19,-27.40216639,153.1509241
105,961,19,-27.40198249,153.1509975
105,961,19,-27.40179399,153.1510726
105,961,19,-27.40159892,153.1511502
105,961,19,-27.40141535,153.1512231
105,961,19,-27.40122991,153.1512965
105,961,19,-27.40105052,153.1513673
104,965,19,-27.40085524,153.1514442
104,968,19,-27.40066956,153.151517
104,968,19,-27.40049279,153.151586
104,971,19,-27.40030317,153.1516599
104,971,19,-27.40011732,153.1517319
103,974,19,-27.39993836,153.151801
103,974,18,-27.39975529,153.1518713
103,978,18,-27.39956542,153.1519439
103,978,18,-27.39938298,153.1520134
103,978,18,-27.3991972,153.1520836
103,981,18,-27.39902619,153.152148
103,981,18,-27.39882024,153.152225
103,981,18,-27.39864653,153.1522896
103,981,18,-27.3984654,153.1523565
103,981,18,-27.3982778,153.1524257
102,984,18,-27.39809773,153.152492
102,984,17,-27.39792394,153.152556
102,988,17,-27.39772618,153.1526292
102,988,18,-27.39754083,153.1526983
102,991,18,-27.39736895,153.1527628
102,991,18,-27.39718213,153.1528332
102,991,18,-27.39700866,153.152899
102,991,18,-27.3968312,153.1529665
102,991,18,-27.39663718,153.1530406
102,991,18,-27.39646511,153.1531065
102,991,18,-27.39627914,153.1531779
102,991,18,-27.39610997,153.1532429
102,991,18,-27.39592092,153.1533156
102,991,18,-27.39573492,153.1533873
102,991,18,-27.39556512,153.1534527
102,991,18,-27.39537554,153.1535257
102,991,18,-27.39518628,153.1535985
102,994,18,-27.39500475,153.1536682
102,994,18,-27.39482304,153.1537378
102,994,18,-27.39464652,153.1538054
102,994,18,-27.39445763,153.1538774
102,997,18,-27.39427867,153.1539455
102,997,18,-27.39410021,153.1540132
102,1001,18,-27.3939152,153.1540831
102,1001,18,-27.39373074,153.1541525
102,1001,18,-27.39356448,153.1542148
102,1001,18,-27.39337563,153.1542852
102,1001,18,-27.39320195,153.1543498
102,1001,18,-27.3930152,153.1544188
102,1001,18,-27.39282619,153.1544883
102,1001,18,-27.39264735,153.1545537
102,1001,18,-27.39246653,153.1546194
102,997,17,-27.39228424,153.1546853
102,997,17,-27.392105,153.1547497
103,994,17,-27.39193113,153.1548118
103,994,17,-27.39173404,153.1548817
103,991,17,-27.39154847,153.154947
103,991,17,-27.39136878,153.1550098
103,988,17,-27.39117068,153.1550783
103,988,17,-27.39100249,153.1551361
103,988,16,-27.39081742,153.1551991
103,988,16,-27.39061729,153.1552665
103,988,16,-27.39043511,153.1553273
103,991,16,-27.39025184,153.1553879
103,991,16,-27.3900701,153.1554473
