GroundSpeed (kts),Altitude (feet),Heading (deg),Latitude (deg),Longitude (deg)
143.3834686,1003.375549,10.71190262,-27.37716103,153.1786804
143.6171265,1000.395752,10.83476162,-27.37654686,153.1789246
143.4801178,1001.028137,11.08208656,-27.37591553,153.1791534
143.0804443,1006.678772,11.07187366,-27.37530327,153.1793976
142.6751709,1013.012878,11.24613762,-27.3746357,153.179657
142.3835144,1017.928223,11.14418125,-27.37404251,153.1798859
141.983902,1022.12384,10.73306942,-27.37337875,153.1801453
141.6406555,1025.103027,10.16816807,-27.37277222,153.1803741
141.3257446,1027.247559,9.173325539,-27.37216568,153.1805878
140.9369507,1028.412964,8.046613693,-27.37154961,153.1808014
140.516922,1028.67395,6.889546871,-27.37087631,153.181015
140.1971893,1028.055176,5.492162228,-27.37025833,153.1811981
139.9032898,1026.770386,4.079088688,-27.36964035,153.181366
139.4684448,1025.094116,2.28060627,-27.36901855,153.1815033
138.5123901,1027.752686,0.589167953,-27.36838531,153.1816254
137.4398651,1033.219727,358.3337097,-27.36770248,153.1817322
136.3375549,1040.014526,356.6187134,-27.36709404,153.1818085
135.2744141,1047.726563,355.1887512,-27.36649132,153.1818695
134.2785187,1054.633301,353.4238586,-27.36582375,153.1819
133.4791718,1059.457642,351.9121704,-27.36522675,153.1819153
132.3086548,1063.016968,350.368988,-27.3646183,153.1819153
130.7571716,1065.175171,348.6141357,-27.3639698,153.1819
129.2909088,1065.487793,346.9804382,-27.36338615,153.1818542
127.6964722,1064.995361,345.1611328,-27.36280441,153.1817932
125.8971634,1065.028442,343.119751,-27.36221886,153.1817169
123.9915466,1066.342407,340.8680725,-27.36163139,153.1816101
122.0519257,1068.393188,338.5178528,-27.36106491,153.181488
120.1064911,1070.782593,336.2373962,-27.36051178,153.1813354
118.2229233,1073.355835,333.9116211,-27.359972,153.1811523
116.5086212,1075.638428,331.7420349,-27.35945702,153.180954
114.9699554,1076.465698,329.522644,-27.35894775,153.1807404
113.3303375,1078.092407,327.5220947,-27.35845566,153.1805115
111.748764,1080.291992,325.3378601,-27.35798264,153.1802673
110.2398148,1082.99231,323.1634521,-27.35757065,153.1800232
108.3717957,1086.208618,320.4376526,-27.35708427,153.179718
107.0547562,1086.819092,317.9963074,-27.35669899,153.1794434
105.8661041,1084.547241,315.0725403,-27.35628891,153.1791077
104.8824234,1079.754639,311.7604675,-27.355896,153.1787567
103.917366,1074.968628,308.8004761,-27.35553551,153.1783905
103.0277786,1070.267944,305.9299316,-27.355196,153.1779938
102.2070694,1065.678101,303.1140747,-27.35487938,153.177597
101.4316101,1061.103516,300.2629395,-27.35458183,153.1771698
100.6114426,1057.230103,297.4826965,-27.3543148,153.1767273
99.78040314,1054.973389,294.8659668,-27.35408974,153.1763153
98.73929596,1054.069214,291.9090576,-27.35386276,153.1758423
97.68968964,1054.540649,289.157135,-27.35366249,153.175354
96.98069763,1053.942749,286.5386658,-27.3535099,153.1749268
96.26985931,1052.863037,283.7599487,-27.35335922,153.1744232
95.77760315,1050.276367,281.0527344,-27.35323715,153.1739197
95.39962006,1047.550293,278.7338257,-27.35314751,153.1734619
94.89569092,1046.134033,276.1821899,-27.35307884,153.1729889
94.30266571,1045.661255,273.963562,-27.35302544,153.1724548
93.74507904,1046.224609,272.8451538,-27.35299873,153.1719818
93.20183563,1047.732544,271.6593628,-27.35297966,153.1715088
92.8961792,1047.447754,270.8045044,-27.3529644,153.1710205
92.83992004,1044.6604,270.600708,-27.35295677,153.1704865
92.90731812,1040.609253,269.9350891,-27.35295868,153.1700134
93.11392212,1034.982544,268.4749756,-27.35296631,153.1695099
93.40755463,1028.569092,267.4730835,-27.35298347,153.1690369
93.63670349,1022.245972,266.9454346,-27.35300827,153.1685791
93.71055603,1016.669312,266.0789185,-27.3530426,153.1680603
93.65366364,1012.784729,264.7556763,-27.35308647,153.1675568
93.50074005,1010.554077,263.6855774,-27.35313606,153.167099
93.23672485,1009.360718,262.6025085,-27.35319901,153.166626
92.90556335,1009.249939,261.5052185,-27.35327148,153.166153
92.67765808,1008.91864,260.3742981,-27.3533535,153.1656647
92.61511993,1006.988098,259.3141479,-27.35345268,153.1651611
92.70696259,1003.647461,258.3713684,-27.35355759,153.1646729
92.89105988,999.1307983,257.4351501,-27.35366249,153.1642151
93.08713531,992.6635132,256.4082031,-27.35378647,153.1637268
93.06887817,985.7644653,255.6768799,-27.35390663,153.1632996
92.60609436,977.5785522,255.1027527,-27.35404396,153.1628113
91.71372223,969.2415771,254.5963593,-27.35418129,153.1623535
90.67713165,960.7194824,254.3631439,-27.35430717,153.1619415
89.7895813,949.602417,254.2314758,-27.35445213,153.1614685
89.51896667,937.3647461,254.0480347,-27.35458374,153.1610565
89.7562027,922.3659668,253.6670227,-27.35472488,153.160614
90.03000641,905.9064941,253.2428894,-27.35487747,153.160141
90.13607025,892.0103149,252.6772156,-27.35502815,153.1596985
90.05534363,880.2680054,251.9020081,-27.35518456,153.159256
89.947258,869.291626,251.3539734,-27.35534096,153.1588287
89.66848755,859.8460693,251.0788879,-27.35549545,153.1584167
89.26595306,850.5502319,250.915802,-27.35567093,153.1579742
88.7962265,842.2285156,250.7394257,-27.3558445,153.1575165
88.3365097,835.156189,250.517395,-27.35600281,153.1571198
87.86182404,827.5296021,250.2553864,-27.35617638,153.1566772
87.50766754,820.3010864,250.0676727,-27.35633469,153.1562958
87.21503448,811.1209106,249.7614594,-27.35651779,153.155838
87.08544159,801.6166382,249.475647,-27.35668755,153.1554413
87.05311584,790.9638062,249.1405487,-27.35686302,153.1550293
86.97341156,780.8755493,248.8623962,-27.35702896,153.1546326
86.77184296,770.4682007,248.5760651,-27.3572216,153.1542053
86.54207611,761.9078369,248.3429565,-27.35738945,153.1538239
86.14984894,753.5258789,248.1537018,-27.35758018,153.1533966
85.7457962,745.8823853,247.9543457,-27.35776711,153.1529846
85.37612915,738.8029175,247.8054199,-27.35794258,153.1526031
84.98543549,731.2113647,247.7037048,-27.35813332,153.1521912
84.65110016,724.0640869,247.6229553,-27.35830879,153.151825
84.35266113,716.4672241,247.5426941,-27.35848808,153.1514282
84.09436035,707.7244873,247.4764557,-27.35868263,153.1510162
83.92436981,698.6845093,247.4479828,-27.35886955,153.1506195
83.83840942,689.7593994,247.4144592,-27.35904121,153.1502686
83.87610626,678.8079834,247.1601257,-27.35923386,153.1498566
84.08821106,667.7348022,246.4667053,-27.35941505,153.1494751
84.52783966,654.6557007,245.4188232,-27.35961914,153.1490784
84.8655777,642.812439,244.1171265,-27.3598156,153.1487122
85.38195801,630.6281128,242.6802063,-27.36001968,153.1483459
86.02378845,615.0556641,241.4129944,-27.3602562,153.1479492
86.33831787,602.2037964,240.9370728,-27.36047935,153.1475983
86.53025818,590.4178467,240.5787354,-27.36070251,153.1472473
86.6212616,578.1473389,240.1655273,-27.36096001,153.1468506
86.70568085,567.7622681,239.3946991,-27.36119461,153.1464996
86.87230682,557.5510864,238.5658417,-27.36142921,153.1461639
87.18856049,546.324585,237.5999298,-27.36167908,153.145813
87.66465759,532.5339355,236.6338959,-27.36195755,153.1454468
88.0892868,519.2960205,236.0365295,-27.36221123,153.1451111
88.63395691,503.6169739,235.5399475,-27.36249924,153.1447449
89.21942902,488.5043335,235.2705383,-27.36276245,153.1444092
89.85670471,472.8041382,234.7115631,-27.3630352,153.1440735
90.57487488,456.329071,233.7829285,-27.3633213,153.1437378
91.18836212,439.6871643,232.839386,-27.36361694,153.1434021
91.00057983,423.7403259,232.1397705,-27.3639164,153.1430664
90.28907013,408.2395935,231.8588715,-27.36422157,153.1427307
89.26580811,393.0873108,231.5749207,-27.36451721,153.1424103
88.26104736,377.3137207,231.2973785,-27.36480904,153.1421051
87.20944977,359.3712158,230.9220428,-27.36509895,153.1417999
86.3145752,344.3496399,230.0852814,-27.3653965,153.1414948
85.57089233,326.7037354,229.2591248,-27.36569405,153.1412048
84.44545746,310.9938965,228.8836823,-27.36599731,153.1409149
83.73820496,293.7050476,228.3985291,-27.36629677,153.1406403
82.92623901,274.1299438,228.3687439,-27.36660957,153.1403503
82.02800751,256.5393066,227.9811554,-27.36690712,153.1400757
80.79773712,240.6711731,227.0235748,-27.36720848,153.1398163
79.32928467,228.4976349,225.8117523,-27.36750031,153.1395721
77.79161072,217.6116333,224.9661407,-27.36779404,153.1393433
76.34436798,206.5628357,224.6207886,-27.36808968,153.1390991
75.27915955,194.7012329,224.9206238,-27.3683815,153.1388855
74.71148682,181.989212,224.964798,-27.3686676,153.1386566
74.83521271,168.6537933,224.4168854,-27.36895561,153.138443
75.16904449,157.2710876,223.7109833,-27.36924553,153.1382446
75.67477417,147.7546844,223.2228088,-27.36953545,153.138031
76.24889374,138.9390411,223.1731415,-27.36982918,153.1378174
76.58824921,132.1069489,223.6532288,-27.37013054,153.1376038
76.6055603,127.5736542,223.9022827,-27.37042999,153.1373901
76.43175507,124.2734756,223.4481659,-27.37072754,153.1371765
76.14394379,120.205719,222.9797668,-27.37104225,153.1369629
75.74588776,115.6714859,222.9397583,-27.37134552,153.1367493
75.51850128,108.9587784,223.0474548,-27.3716507,153.1365356
75.10526276,103.5962448,223.0495758,-27.37191772,153.1363525
74.32015991,98.50932312,222.6049957,-27.37222672,153.1361389
73.56396484,93.32255554,221.8709412,-27.37252617,153.1359406
72.74317169,87.16402435,221.2740479,-27.37282181,153.1357422
72.3918457,77.20174408,221.1932068,-27.37311172,153.1355591
72.35210419,64.90238953,221.467865,-27.37340164,153.135376
72.85761261,52.20432281,221.9022522,-27.37368965,153.1351929
73.46044922,41.64281082,222.428421,-27.37398338,153.1350098
73.99539948,35.35355377,222.2032623,-27.37428474,153.1348114
74.496521,32.87748718,221.4498596,-27.37458801,153.134613
73.2898941,34.09106445,220.6754761,-27.37489319,153.1344299
70.89013672,34.88807678,219.7567749,-27.37518883,153.1342468
68.78388977,30.75449753,218.6787567,-27.37548065,153.134079
67.74364471,19.45792007,218.5709991,-27.37576103,153.1339264
62.52180862,18.86104202,215.0693359,-27.37601662,153.1337433
60.87218475,18.64047241,216.2802124,-27.37623596,153.1335754
58.81169128,18.68930054,220.3791656,-27.37648201,153.1333771
56.8230896,18.68510056,223.7378693,-27.37669373,153.1331787
55.02782059,18.60936165,221.8281097,-27.376894,153.1329803
50.46524811,18.65448189,214.1465302,-27.37707329,153.1328278
42.38753128,18.65777206,209.9653931,-27.37726212,153.1326904
36.34462357,18.60918236,210.1303101,-27.3774128,153.1325989
30.28630447,18.57406425,211.4059906,-27.37755394,153.1325073
23.4938488,18.60310555,212.3174133,-27.37766647,153.132431
17.0062809,18.62208748,211.4198914,-27.37774849,153.13237
10.70723152,18.59454346,209.4338226,-27.3778038,153.1323395
5.894514561,18.58686638,209.3630829,-27.37783051,153.1323242
1.449542165,18.58719444,209.4453583,-27.37784195,153.132309
0.065212518,18.57819557,209.3962555,-27.37784195,153.132309
0.005173483,18.58075905,209.3413696,-27.37784195,153.132309
0.003209643,18.5799675,209.3535156,-27.37784195,153.132309
0.004634528,18.58026123,209.3476715,-27.37784195,153.132309
